user_input_text,category,sub_category,priority,auto_resolve,assigned_team
permission to access required shared drive help thanks.,Access,Permission Issue,High,FALSE,IAM Team
support team rdp connection refused remote computer urgently needed need help quickly.,Network,Remote Access,Critical,FALSE,Network Support
team laser printer toner cartridge error message afternoon,Hardware,Printer Error,High,TRUE,Hardware Support
cpu temperature reaching dangerous levels according to monitoring since last week,Hardware,Overheating,Low,FALSE,Hardware Support
laptop suddenly shut turn back help,Hardware,Laptop Issue,Critical,FALSE,Hardware Support
page_fault_in_nonpaged_area system crash help need help quickly.,Hardware,Blue Screen,High,TRUE,Hardware Support
cpu temperature reaching dangerous levels according to monitoring reboot urgent.,Hardware,Overheating,Low,FALSE,Hardware Support
usb ports providing power to devices today thanks.,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
issue laptop making loud fan noise running hot affecting work,Hardware,Laptop Issue,Critical,FALSE,Hardware Support
account lease expired cloud system need help quickly.,Access,Account Expired,High,FALSE,IAM Team
bypass proxy settings working internal sites since last week,Network,Proxy Error,Low,TRUE,Network Support
issue acl permissions need to updated access since last week,Access,Permission Issue,High,FALSE,IAM Team
getting account expired message trying to login shift,Access,Account Expired,Critical,FALSE,IAM Team
issue job function change requiring new permissions urgently needed thanks.,Access,Role Change,Low,FALSE,IAM Team
cpu temperature reaching dangerous levels according to monitoring afternoon,Hardware,Overheating,High,TRUE,Hardware Support
important files got deleted accidentally need recovery try to work urgent.,Software,Data Loss,Critical,FALSE,Application Support
login session expiring immediately signing reboot assist.,Access,Login Failure,High,TRUE,IAM Team
support team mfa push notification reaching mobile app reboot fix this.,Access,MFA Problem,Medium,TRUE,IAM Team
concurrent license limit exceeded error since morning thanks.,Software,License Issue,High,TRUE,Application Support
help wifi password prompt keeps appearing even entering correct password shift asap.,Network,WiFi Issue,Medium,FALSE,Network Support
issue battery showing even plugged hours reboot thanks.,Hardware,Battery Issue,Low,FALSE,Hardware Support
application freezing data processing today need help quickly.,Software,Performance,Low,FALSE,Application Support
requesting database access reporting purposes affecting work need help quickly.,Access,Access Request,Low,FALSE,IAM Team
issue cannot login to system even correct credentials since yesterday asap.,Access,Login Failure,High,TRUE,IAM Team
team file access rights seem to revoked need assistance assist.,Access,Permission Issue,High,TRUE,IAM Team
laptop overheating automatically shutting urgently needed fix this.,Hardware,Overheating,Critical,FALSE,Hardware Support
issue getting license activation failed error code 0xc004c003 since yesterday fix this.,Software,License Issue,High,TRUE,Application Support
team getting access denied error trying to open folder need assistance thanks.,Access,Permission Issue,High,TRUE,IAM Team
help getting printer found error trying to print since yesterday,Hardware,Printer Error,High,FALSE,Hardware Support
support team cannot see company wifi network available networks list thanks.,Network,WiFi Issue,Medium,TRUE,Network Support
application requiring older framework version help thanks.,Software,Compatibility,Critical,FALSE,Application Support
application crashes stopped working error shift,Software,Application Crash,High,FALSE,Application Support
support team shared drive keeps disconnecting randomly throughout day try to work fix this.,Network,Network Drive,Low,TRUE,Network Support
issue keyboard typing wrong characters keys need assistance,Hardware,Keyboard/Mouse,Low,FALSE,Hardware Support
ntfs permissions preventing file access reboot,Access,Permission Issue,High,TRUE,IAM Team
help mapped network drive showing disconnected try to work need help quickly.,Network,Network Drive,Low,TRUE,Network Support
password expired cannot set new one since yesterday urgent.,Access,Account Expired,Medium,FALSE,IAM Team
team update installation failed rolling back changes need assistance fix this.,Software,Update Problem,Medium,FALSE,Application Support
windows crashed kernel_security_check_failure error update fix this.,Hardware,Blue Screen,High,FALSE,Hardware Support
issue software using much cpu making system sluggish thanks.,Software,Performance,Critical,FALSE,Application Support
help notebook computer recognizing power adapter afternoon asap.,Hardware,Laptop Issue,High,FALSE,Hardware Support
latest patch causing compatibility issues software since last week asap.,Software,Update Problem,Medium,FALSE,Application Support
software showing license found error startup today,Software,License Issue,High,TRUE,Application Support
floating license available seats occupied today thanks.,Software,License Issue,High,TRUE,Application Support
touchpad responding to gestures clicks today urgent.,Hardware,Laptop Issue,High,FALSE,Hardware Support
website names resolving to use ip addresses today urgent.,Network,DNS Problem,Critical,FALSE,Network Support
application incompatible installed programs since morning thanks.,Software,Compatibility,High,FALSE,Application Support
team remote access session keeps getting disconnected urgently needed thanks.,Network,Remote Access,High,FALSE,Network Support
support team proxy pac file loading correctly today fix this.,Network,Proxy Error,Low,TRUE,Network Support
password reset questions accepting answers afternoon need help quickly.,Access,Password Reset,Low,TRUE,IAM Team
multifunction printer scanner working since last week urgent.,Hardware,Printer Error,High,TRUE,Hardware Support
firewall rules seem to changed blocking legitimate traffic update need help quickly.,Network,Firewall Block,High,FALSE,Network Support
memory leak causing application to consume ram since morning thanks.,Software,Performance,Medium,FALSE,Application Support
help unable to save files to team network drive since morning,Network,Network Drive,Low,FALSE,Network Support
unable to save files to team network drive today assist.,Network,Network Drive,Low,FALSE,Network Support
team browser tabs crashing memory error afternoon need help quickly.,Software,Application Crash,High,TRUE,Application Support
security patch installation getting stuck affecting work urgent.,Software,Update Problem,Medium,FALSE,Application Support
access required new team collaboration tools shift,Access,Access Request,Low,FALSE,IAM Team
support team external monitor detected laptop try to work assist.,Hardware,Monitor Problem,Medium,FALSE,Hardware Support
issue network drive access extremely slow files open since yesterday thanks.,Network,Network Drive,Low,TRUE,Network Support
unable to establish secure connection to corporate vpn affecting work asap.,Network,VPN Connection,High,FALSE,Network Support
printer print nahi kar raha,Hardware,Monitor Problem,Medium,FALSE,Hardware Support
help software deployment package corrupted download help,Software,Software Install,Medium,FALSE,Application Support
database showing corruption errors startup since morning need help quickly.,Software,Data Loss,Critical,FALSE,Application Support
help vnc viewer cannot connect to remote host today assist.,Network,Remote Access,Medium,TRUE,Network Support
sound card producing distorted audio output today,Hardware,Hardware Failure,Critical,FALSE,Hardware Support
legacy application running updated os today fix this.,Software,Compatibility,Low,FALSE,Application Support
vpn tunnel establishment failing error code,Network,VPN Connection,High,FALSE,Network Support
issue system crashing bsod multiple times today need assistance need help quickly.,Hardware,Blue Screen,High,TRUE,Hardware Support
issue smart card authentication failing login urgently needed fix this.,Access,Login Failure,High,FALSE,IAM Team
account locked multiple failed login attempts since yesterday thanks.,Access,Account Unlock,Medium,TRUE,IAM Team
